label,message
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Ok.ok ok..then..whats ur todays plan
ham,Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Geeeee ... I love you so much I can barely stand it
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead & wish U Merry Xmas...
ham,Ya had just now.onion roast.
ham,Ha ha ha good joke. Girls are situation seekers.
ham,"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?"
ham,Ok no prob. Take ur time.
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Anything lor if they all go then i go lor...
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Then dun wear jeans lor...
ham,That is wondar full flim.
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,Fuck babe ... What happened to you ? How come you never came back?
ham,Mm i am on the way to railway
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,Lol alright i was thinkin that too haha
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Ok i msg u b4 i leave my house.
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham,No..but heard abt tat..
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
ham,Mm umma ask vava also to come tell him can play later together
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,They finally came to fix the ceiling.
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
ham,Oh yah... We never cancel leh... Haha
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
ham,2marrow only. Wed at to 2 aha.
ham,Your daily text from me ‰ÛÒ a favour this time
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,No. I meant the calculation is the same. That units at . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat...
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Hi.what you think about match?
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,I want to send something that can sell fast. k is not easy money.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,No break time one... How... I come out n get my stuff fr Ì_?
ham,"Sir, i am waiting for your call."
ham,Ok lor.
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,Good Morning my Dear........... Have a great & successful day.
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. & One step back can ruin ur friendship.. good night:-) ..."
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Just got outta class gonna go gym.
ham,"I just got home babe, are you still awake ?"
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,"Good stuff, will do."
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,Pls pls find out from aunt nike.
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,Where you. What happen
ham,Oh:)as usual vijay film or its different?
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them sent msg i wil explain u later."
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,Depends on where u going lor.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Yeah it's jus rite...
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,"I dont knw pa, i just drink milk.."
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Neva mind it's ok..
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,I'm in class. Did you get my text.
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
ham,Don know..wait i will check it.
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,I'm at home n ready...
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,Long time. You remember me today.
ham,Yes:)here tv is always available in work place..
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,"Sorry, I can't help you on this."
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,"sorry brah, just finished the last of my exams, what up"
ham,Welp apparently he retired
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Play w computer? Aiyah i tok 2 u lor?
ham,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,Call me when u're done...
ham,Jos ask if u wana meet up?
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,My friends use to call the same.
ham,Yo do you know anyone or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
ham,", that's all? Guess that's easy enough"
ham,Umma. Did she say anything
ham,You can never do NOTHING
ham,Pls speak to that customer machan.
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls & get closer.. GOODNOON:)"
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
